kind,scope,sharedUi,action,currentFile,currentClass,currentSelector,templateUrl,styleUrls,proposedBase,proposedClass,proposedSelector,confidence,notes
Component,console,,rename,libs/console/feature-project/src/lib/projects-page/projects-page.ts,ProjectsPageComponent,console-projects-page,libs/console/feature-project/src/lib/projects-page/projects-page.html,libs/console/feature-project/src/lib/projects-page/projects-page.scss,projects,Projects,console-projects,med,page-dropped;page-container
Component,console,,rename,libs/console/feature-settings/src/lib/change-password/change-password.ts,ChangePasswordComponent,console-change-password,libs/console/feature-settings/src/lib/change-password/change-password.html,libs/console/feature-settings/src/lib/change-password/change-password.scss,change-password,ChangePassword,console-change-password,med,container
Component,console,,rename,libs/console/feature-skill/src/lib/skill-detail/skill-detail.ts,SkillDetailComponent,console-skill-detail,libs/console/feature-skill/src/lib/skill-detail/skill-detail.html,,skill.detail,SkillDetail,console-skill-detail,high,
Component,console,,rename,libs/console/feature-skill/src/lib/skill-form-page/skill-form-page.ts,SkillFormPageComponent,console-skill-form-page,libs/console/feature-skill/src/lib/skill-form-page/skill-form-page.html,libs/console/feature-skill/src/lib/skill-form-page/skill-form-page.scss,skill.form,SkillForm,console-skill-form,high,page-dropped
Component,console,,rename,libs/console/feature-skill/src/lib/skills-page/skills-page.ts,SkillsPageComponent,console-skills-page,libs/console/feature-skill/src/lib/skills-page/skills-page.html,libs/console/feature-skill/src/lib/skills-page/skills-page.scss,skills,Skills,console-skills,med,page-dropped;page-container
Component,console,,rename,libs/console/feature-tag/src/lib/tag-detail/tag-detail.ts,TagDetailComponent,console-tag-detail,libs/console/feature-tag/src/lib/tag-detail/tag-detail.html,,tag.detail,TagDetail,console-tag-detail,high,
Component,console,,rename,libs/console/feature-tag/src/lib/tag-form-page/tag-form-page.ts,TagFormPageComponent,console-tag-form-page,libs/console/feature-tag/src/lib/tag-form-page/tag-form-page.html,libs/console/feature-tag/src/lib/tag-form-page/tag-form-page.scss,tag.form,TagForm,console-tag-form,high,page-dropped
Component,console,,rename,libs/console/feature-tag/src/lib/tags-page/tags-page.ts,TagsPageComponent,console-tags-page,libs/console/feature-tag/src/lib/tags-page/tags-page.html,libs/console/feature-tag/src/lib/tags-page/tags-page.scss,tags,Tags,console-tags,med,page-dropped;page-container
Component,console,Y,rename,libs/console/shared/ui/src/lib/asset-filter-bar/asset-filter-bar.component.ts,AssetFilterBarComponent,console-asset-filter-bar,libs/console/shared/ui/src/lib/asset-filter-bar/asset-filter-bar.component.html,libs/console/shared/ui/src/lib/asset-filter-bar/asset-filter-bar.component.scss,asset-filter-bar,AssetFilterBar,console-asset-filter-bar,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/asset-grid/asset-grid.component.ts,AssetGridComponent,console-asset-grid,libs/console/shared/ui/src/lib/asset-grid/asset-grid.component.html,libs/console/shared/ui/src/lib/asset-grid/asset-grid.component.scss,asset-grid,AssetGrid,console-asset-grid,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/asset-upload-zone/asset-upload-zone.component.ts,AssetUploadZoneComponent,console-asset-upload-zone,libs/console/shared/ui/src/lib/asset-upload-zone/asset-upload-zone.component.html,libs/console/shared/ui/src/lib/asset-upload-zone/asset-upload-zone.component.scss,asset-upload-zone,AssetUploadZone,console-asset-upload-zone,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/asset-upload-zone/upload-row.component.ts,UploadRowComponent,console-upload-row,,,upload-row,UploadRow,console-upload-row,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/blank-layout/blank-layout.ts,ConsoleBlankLayoutComponent,console-blank-layout,libs/console/shared/ui/src/lib/blank-layout/blank-layout.html,libs/console/shared/ui/src/lib/blank-layout/blank-layout.scss,blank-layout,BlankLayout,console-blank-layout,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/chip-boolean/chip-boolean.component.ts,ChipBooleanComponent,console-chip-boolean,libs/console/shared/ui/src/lib/chip-boolean/chip-boolean.component.html,libs/console/shared/ui/src/lib/chip-boolean/chip-boolean.component.scss,chip-boolean,ChipBoolean,console-chip-boolean,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/chip-select/chip-select.component.ts,ChipSelectComponent,console-chip-select,libs/console/shared/ui/src/lib/chip-select/chip-select.component.html,libs/console/shared/ui/src/lib/chip-select/chip-select.component.scss,chip-select,ChipSelect,console-chip-select,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/chip-toggle-group/chip-toggle-group.component.ts,ChipToggleGroupComponent,console-chip-toggle-group,libs/console/shared/ui/src/lib/chip-toggle-group/chip-toggle-group.component.html,libs/console/shared/ui/src/lib/chip-toggle-group/chip-toggle-group.component.scss,chip-toggle-group,ChipToggleGroup,console-chip-toggle-group,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/confirm-dialog/confirm-dialog.ts,ConfirmDialogComponent,console-confirm-dialog,,,confirm-dialog,ConfirmDialog,console-confirm-dialog,high,
Pipe,console,Y,keep,libs/console/shared/ui/src/lib/enum-label/enum-label.pipe.ts,EnumLabelPipe,enumLabel,,,enum-label.pipe,EnumLabelPipe,enumLabel,high,keep-pipe
Component,console,Y,rename,libs/console/shared/ui/src/lib/error-message/error-message.ts,ErrorMessageComponent,console-error-message,,,error-message,ErrorMessage,console-error-message,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/filter-bar/filter-bar.ts,FilterBarComponent,console-filter-bar,,,filter-bar,FilterBar,console-filter-bar,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/filter-bar/filter-search.ts,FilterSearchComponent,console-filter-search,,,filter-search,FilterSearch,console-filter-search,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/filter-bar/filter-select.ts,FilterSelectComponent,console-filter-select,,,filter-select,FilterSelect,console-filter-select,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/loading-bar/loading-bar.component.ts,LoadingBarComponent,console-loading-bar,,,loading-bar,LoadingBar,console-loading-bar,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/long-form-layout/long-form-layout.component.ts,LongFormLayoutComponent,console-long-form-layout,libs/console/shared/ui/src/lib/long-form-layout/long-form-layout.component.html,libs/console/shared/ui/src/lib/long-form-layout/long-form-layout.component.scss,long-form-layout,LongFormLayout,console-long-form-layout,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/main-layout/main-layout.ts,ConsoleMainLayoutComponent,console-main-layout,libs/console/shared/ui/src/lib/main-layout/main-layout.html,libs/console/shared/ui/src/lib/main-layout/main-layout.scss,main-layout,MainLayout,console-main-layout,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/markdown-editor/editor.ts,Editor,console-markdown-editor,,libs/console/shared/ui/src/lib/markdown-editor/editor.scss,markdown-editor,MarkdownEditor,console-markdown-editor,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/media-picker-dialog/media-picker-dialog.ts,MediaPickerDialogComponent,console-media-picker-dialog,libs/console/shared/ui/src/lib/media-picker-dialog/media-picker-dialog.html,libs/console/shared/ui/src/lib/media-picker-dialog/media-picker-dialog.scss,media-picker-dialog,MediaPickerDialog,console-media-picker-dialog,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/media-picker-dialog/recently-used-strip.component.ts,RecentlyUsedStripComponent,console-recently-used-strip,,,recently-used-strip,RecentlyUsedStrip,console-recently-used-strip,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/month-year-picker/month-year-picker.component.ts,MonthYearPickerComponent,console-month-year-picker,,,month-year-picker,MonthYearPicker,console-month-year-picker,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/relative-time/relative-time.component.ts,RelativeTimeComponent,console-relative-time,,,relative-time,RelativeTime,console-relative-time,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/scrollspy-rail/scrollspy-rail.component.ts,ScrollspyRailComponent,console-scrollspy-rail,libs/console/shared/ui/src/lib/scrollspy-rail/scrollspy-rail.component.html,libs/console/shared/ui/src/lib/scrollspy-rail/scrollspy-rail.component.scss,scrollspy-rail,ScrollspyRail,console-scrollspy-rail,high,
Directive,console,Y,keep,libs/console/shared/ui/src/lib/section-card/form-snapshot.directive.ts,FormSnapshotDirective,console-section-card[consoleFormSnapshot],,,form-snapshot.directive,FormSnapshotDirective,console-section-card[consoleFormSnapshot],high,keep-directive
Component,console,Y,rename,libs/console/shared/ui/src/lib/section-card/section-card.component.ts,SectionCardComponent,console-section-card,libs/console/shared/ui/src/lib/section-card/section-card.component.html,libs/console/shared/ui/src/lib/section-card/section-card.component.scss,section-card,SectionCard,console-section-card,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/segmented-control/segmented-control.component.ts,SegmentedControlComponent,console-segmented-control,libs/console/shared/ui/src/lib/segmented-control/segmented-control.component.html,libs/console/shared/ui/src/lib/segmented-control/segmented-control.component.scss,segmented-control,SegmentedControl,console-segmented-control,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/skeleton/skeleton-row.component.ts,SkeletonRowComponent,console-skeleton-row,,,skeleton-row,SkeletonRow,console-skeleton-row,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/skeleton/skeleton-table.component.ts,SkeletonTableComponent,console-skeleton-table,,,skeleton-table,SkeletonTable,console-skeleton-table,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/skeleton/skeleton.component.ts,SkeletonComponent,console-skeleton,,,skeleton,Skeleton,console-skeleton,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/spinner/full-page-spinner.component.ts,FullPageSpinnerComponent,console-full-page-spinner,,,full-page-spinner,FullPageSpinner,console-full-page-spinner,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/spinner/spinner-overlay.component.ts,SpinnerOverlayComponent,console-spinner-overlay,,,spinner-overlay,SpinnerOverlay,console-spinner-overlay,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/sticky-save-bar/sticky-save-bar.component.ts,StickySaveBarComponent,console-sticky-save-bar,libs/console/shared/ui/src/lib/sticky-save-bar/sticky-save-bar.component.html,libs/console/shared/ui/src/lib/sticky-save-bar/sticky-save-bar.component.scss,sticky-save-bar,StickySaveBar,console-sticky-save-bar,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/time-picker/time-picker.component.ts,TimePickerComponent,console-time-picker,libs/console/shared/ui/src/lib/time-picker/time-picker.component.html,libs/console/shared/ui/src/lib/time-picker/time-picker.component.scss,time-picker,TimePicker,console-time-picker,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/timezone-picker/timezone-picker.component.ts,TimezonePickerComponent,console-timezone-picker,libs/console/shared/ui/src/lib/timezone-picker/timezone-picker.component.html,libs/console/shared/ui/src/lib/timezone-picker/timezone-picker.component.scss,timezone-picker,TimezonePicker,console-timezone-picker,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/toast/toast-container.component.ts,ToastContainerComponent,console-toast-container,,,toast-container,ToastContainer,console-toast-container,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/translatable-group/translatable-group.ts,TranslatableGroupComponent,console-translatable-group,,,translatable-group,TranslatableGroup,console-translatable-group,high,
Component,console,Y,rename,libs/console/shared/ui/src/lib/translatable-markdown-group/translatable-markdown-group.ts,TranslatableMarkdownGroupComponent,console-translatable-markdown-group,,,translatable-markdown-group,TranslatableMarkdownGroup,console-translatable-markdown-group,high,
Pipe,console,,keep,libs/console/shared/util/src/lib/errors/form-error.pipe.ts,FormErrorPipe,formError,,,form-error.pipe,FormErrorPipe,formError,high,keep-pipe
Directive,console,,keep,libs/console/shared/util/src/lib/errors/server-error.directive.ts,ServerErrorDirective,[formGroup][consoleServerErrorMap],,,server-error.directive,ServerErrorDirective,[formGroup][consoleServerErrorMap],high,keep-directive
Component,console,,rename,libs/console/shared/util/src/lib/unsaved-changes.guard.ts,UnsavedChangesDialogComponent,console-unsaved-changes-dialog,,,unsaved-changes.dialog,UnsavedChangesDialog,console-unsaved-changes-dialog,high,
Component,landing,,rename,libs/landing/feature-about/src/lib/components/about-cta/about-cta.ts,LandingAboutCtaComponent,landing-about-cta,libs/landing/feature-about/src/lib/components/about-cta/about-cta.html,libs/landing/feature-about/src/lib/components/about-cta/about-cta.scss,about.cta,AboutCta,landing-about-cta,high,landing-section
Component,landing,,rename,libs/landing/feature-about/src/lib/components/about-experience/about-experience.ts,LandingAboutExperienceComponent,landing-about-experience,libs/landing/feature-about/src/lib/components/about-experience/about-experience.html,libs/landing/feature-about/src/lib/components/about-experience/about-experience.scss,about.experience,AboutExperience,landing-about-experience,high,landing-section
Component,landing,,rename,libs/landing/feature-about/src/lib/components/about-failures/about-failures.ts,LandingAboutFailuresComponent,landing-about-failures,libs/landing/feature-about/src/lib/components/about-failures/about-failures.html,libs/landing/feature-about/src/lib/components/about-failures/about-failures.scss,about.failures,AboutFailures,landing-about-failures,high,landing-section
Component,landing,,rename,libs/landing/feature-about/src/lib/components/about-hero/about-hero.ts,LandingAboutHeroComponent,landing-about-hero,libs/landing/feature-about/src/lib/components/about-hero/about-hero.html,libs/landing/feature-about/src/lib/components/about-hero/about-hero.scss,about.hero,AboutHero,landing-about-hero,high,landing-section
Component,landing,,rename,libs/landing/feature-about/src/lib/components/about-how-i-think/about-how-i-think.ts,LandingAboutHowIThinkComponent,landing-about-how-i-think,libs/landing/feature-about/src/lib/components/about-how-i-think/about-how-i-think.html,libs/landing/feature-about/src/lib/components/about-how-i-think/about-how-i-think.scss,about.how-i-think,AboutHowIThink,landing-about-how-i-think,high,landing-section
Component,landing,,rename,libs/landing/feature-about/src/lib/feature-about/feature-about.ts,FeatureAbout,landing-feature-about,libs/landing/feature-about/src/lib/feature-about/feature-about.html,libs/landing/feature-about/src/lib/feature-about/feature-about.scss,about,About,landing-about,med,container
Component,landing,,rename,libs/landing/feature-blog/src/lib/blog-detail-page/blog-detail-page.ts,BlogDetailPage,landing-blog-detail-page,libs/landing/feature-blog/src/lib/blog-detail-page/blog-detail-page.html,libs/landing/feature-blog/src/lib/blog-detail-page/blog-detail-page.scss,blog.detail,BlogDetail,landing-blog-detail,high,page-dropped;landing-section
Component,landing,,rename,libs/landing/feature-blog/src/lib/blog-detail-page/blog-share-row.component.ts,BlogShareRowComponent,landing-blog-share-row,,,blog.share-row,BlogShareRow,landing-blog-share-row,high,landing-section
Component,landing,,rename,libs/landing/feature-blog/src/lib/blog-list-page/blog-list-page.ts,BlogListPage,landing-blog-list-page,libs/landing/feature-blog/src/lib/blog-list-page/blog-list-page.html,libs/landing/feature-blog/src/lib/blog-list-page/blog-list-page.scss,blog.list,BlogList,landing-blog-list,high,page-dropped;landing-section
Component,landing,,rename,libs/landing/feature-home/src/lib/bio-card-grid/home-bio-card-grid.component.ts,HomeBioCardGridComponent,landing-home-bio-card-grid,libs/landing/feature-home/src/lib/bio-card-grid/home-bio-card-grid.component.html,libs/landing/feature-home/src/lib/bio-card-grid/home-bio-card-grid.component.scss,home.bio-card-grid,HomeBioCardGrid,landing-home-bio-card-grid,high,landing-section
Component,landing,,rename,libs/landing/feature-home/src/lib/feature-home/feature-home.ts,FeatureHome,landing-feature-home,libs/landing/feature-home/src/lib/feature-home/feature-home.html,libs/landing/feature-home/src/lib/feature-home/feature-home.scss,home,Home,landing-home,med,container
Component,landing,,rename,libs/landing/feature-home/src/lib/get-in-touch/home-get-in-touch.component.ts,HomeGetInTouchComponent,landing-home-get-in-touch,libs/landing/feature-home/src/lib/get-in-touch/home-get-in-touch.component.html,libs/landing/feature-home/src/lib/get-in-touch/home-get-in-touch.component.scss,home.get-in-touch,HomeGetInTouch,landing-home-get-in-touch,high,landing-section
Component,landing,,rename,libs/landing/feature-home/src/lib/hero/home-hero.component.ts,HomeHeroComponent,landing-home-hero,libs/landing/feature-home/src/lib/hero/home-hero.component.html,libs/landing/feature-home/src/lib/hero/home-hero.component.scss,home.hero,HomeHero,landing-home-hero,high,landing-section
Component,landing,,rename,libs/landing/feature-home/src/lib/intro/home-intro.component.ts,HomeIntroComponent,landing-home-intro,libs/landing/feature-home/src/lib/intro/home-intro.component.html,libs/landing/feature-home/src/lib/intro/home-intro.component.scss,home.intro,HomeIntro,landing-home-intro,high,landing-section
Component,landing,,rename,libs/landing/feature-home/src/lib/philosophy/home-philosophy-strip.component.ts,HomePhilosophyStripComponent,landing-home-philosophy-strip,libs/landing/feature-home/src/lib/philosophy/home-philosophy-strip.component.html,libs/landing/feature-home/src/lib/philosophy/home-philosophy-strip.component.scss,home.philosophy-strip,HomePhilosophyStrip,landing-home-philosophy-strip,high,landing-section
Component,landing,,rename,libs/landing/feature-home/src/lib/selected-work/home-selected-work-fallback.component.ts,HomeSelectedWorkFallbackComponent,landing-home-selected-work-fallback,libs/landing/feature-home/src/lib/selected-work/home-selected-work-fallback.component.html,libs/landing/feature-home/src/lib/selected-work/home-selected-work-fallback.component.scss,home.selected-work-fallback,HomeSelectedWorkFallback,landing-home-selected-work-fallback,high,landing-section
Component,landing,,rename,libs/landing/feature-home/src/lib/selected-work/home-selected-work-tab.component.ts,HomeSelectedWorkTabComponent,landing-home-selected-work-tab,libs/landing/feature-home/src/lib/selected-work/home-selected-work-tab.component.html,libs/landing/feature-home/src/lib/selected-work/home-selected-work-tab.component.scss,home.selected-work-tab,HomeSelectedWorkTab,landing-home-selected-work-tab,high,landing-section
Component,landing,,rename,libs/landing/feature-home/src/lib/selected-work/home-selected-work.component.ts,HomeSelectedWorkComponent,landing-home-selected-work,libs/landing/feature-home/src/lib/selected-work/home-selected-work.component.html,libs/landing/feature-home/src/lib/selected-work/home-selected-work.component.scss,home.selected-work,HomeSelectedWork,landing-home-selected-work,high,landing-section
Component,landing,,rename,libs/landing/feature-home/src/lib/stack/home-stack.component.ts,HomeStackComponent,landing-home-stack,libs/landing/feature-home/src/lib/stack/home-stack.component.html,libs/landing/feature-home/src/lib/stack/home-stack.component.scss,home.stack,HomeStack,landing-home-stack,high,landing-section
Component,landing,,rename,libs/landing/feature-projects/src/lib/project-detail/project-detail.ts,ProjectDetailComponent,landing-project-detail,libs/landing/feature-projects/src/lib/project-detail/project-detail.html,libs/landing/feature-projects/src/lib/project-detail/project-detail.scss,project.detail,ProjectDetail,landing-project-detail,high,landing-section
Component,landing,,rename,libs/landing/feature-projects/src/lib/projects-page/projects-page.ts,ProjectsPage,landing-projects-page,libs/landing/feature-projects/src/lib/projects-page/projects-page.html,libs/landing/feature-projects/src/lib/projects-page/projects-page.scss,projects,Projects,landing-projects,med,page-dropped;page-container
Component,landing,Y,rename,libs/landing/shared/ui/src/command-palette/command-palette.component.ts,LandingCommandPaletteComponent,landing-command-palette,libs/landing/shared/ui/src/command-palette/command-palette.component.html,libs/landing/shared/ui/src/command-palette/command-palette.component.scss,command-palette,CommandPalette,landing-command-palette,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/back-link/back-link.component.ts,LandingBackLinkComponent,landing-back-link,,libs/landing/shared/ui/src/components/back-link/back-link.component.scss,back-link,BackLink,landing-back-link,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/background/background.component.ts,LandingBackgroundComponent,landing-background,,libs/landing/shared/ui/src/components/background/background.component.scss,background,Background,landing-background,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/breadcrumb/breadcrumb.component.ts,LandingBreadcrumbComponent,landing-breadcrumb,,libs/landing/shared/ui/src/components/breadcrumb/breadcrumb.component.scss,breadcrumb,Breadcrumb,landing-breadcrumb,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/browser-window/landing-browser-window.component.ts,LandingBrowserWindowComponent,landing-browser-window,,,browser-window,BrowserWindow,landing-browser-window,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/button/button.component.ts,ButtonComponent,landing-button,,libs/landing/shared/ui/src/components/button/button.component.scss,button,Button,landing-button,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/card/card.component.ts,CardComponent,landing-card,,libs/landing/shared/ui/src/components/card/card.component.scss,card,Card,landing-card,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/carousel/carousel.component.ts,LandingCarouselComponent,landing-carousel,libs/landing/shared/ui/src/components/carousel/carousel.component.html,libs/landing/shared/ui/src/components/carousel/carousel.component.scss,carousel,Carousel,landing-carousel,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/checkbox/checkbox.component.ts,CheckboxComponent,landing-checkbox,,libs/landing/shared/ui/src/components/checkbox/checkbox.component.scss,checkbox,Checkbox,landing-checkbox,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/chip/chip.component.ts,ChipComponent,landing-chip,,libs/landing/shared/ui/src/components/chip/chip.component.scss,chip,Chip,landing-chip,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/container/container.component.ts,ContainerComponent,landing-container,,libs/landing/shared/ui/src/components/container/container.component.scss,container,Container,landing-container,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/content-section/content-section.component.ts,LandingContentSectionComponent,landing-content-section,libs/landing/shared/ui/src/components/content-section/content-section.component.html,libs/landing/shared/ui/src/components/content-section/content-section.component.scss,content-section,ContentSection,landing-content-section,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/emphasis-text/landing-emphasis-text.component.ts,LandingEmphasisTextComponent,landing-emphasis-text,,,emphasis-text,EmphasisText,landing-emphasis-text,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/empty-state/empty-state.component.ts,LandingEmptyStateComponent,landing-empty-state,,,empty-state,EmptyState,landing-empty-state,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/eyebrow/eyebrow.component.ts,EyebrowComponent,landing-eyebrow,,libs/landing/shared/ui/src/components/eyebrow/eyebrow.component.scss,eyebrow,Eyebrow,landing-eyebrow,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/figure/figure.component.ts,FigureComponent,landing-figure,,libs/landing/shared/ui/src/components/figure/figure.component.scss,figure,Figure,landing-figure,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/filter-chip/landing-filter-chip.component.ts,LandingFilterChipComponent,landing-filter-chip,,,filter-chip,FilterChip,landing-filter-chip,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/form-field/form-field.component.ts,FormFieldComponent,landing-form-field,,libs/landing/shared/ui/src/components/form-field/form-field.component.scss,form-field,FormField,landing-form-field,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/gallery/gallery.component.ts,LandingGalleryComponent,landing-gallery,,libs/landing/shared/ui/src/components/gallery/gallery.component.scss,gallery,Gallery,landing-gallery,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/globe/landing-globe.component.ts,LandingGlobeComponent,landing-globe,libs/landing/shared/ui/src/components/globe/landing-globe.component.html,libs/landing/shared/ui/src/components/globe/landing-globe.component.scss,globe,Globe,landing-globe,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/heading/landing-heading.component.ts,LandingHeadingComponent,landing-heading,,,heading,Heading,landing-heading,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/icon/icon.component.ts,IconComponent,landing-icon,,libs/landing/shared/ui/src/components/icon/icon.component.scss,icon,Icon,landing-icon,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/icon/landing-icon-arrow.component.ts,LandingIconArrowComponent,landing-icon-arrow,,,icon-arrow,IconArrow,landing-icon-arrow,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/image/image.component.ts,ImageComponent,landing-image,,libs/landing/shared/ui/src/components/image/image.component.scss,image,Image,landing-image,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/in-page-nav/landing-floating-pill-nav.component.ts,LandingFloatingPillNavComponent,landing-floating-pill-nav,,,floating-pill-nav,FloatingPillNav,landing-floating-pill-nav,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/in-page-nav/landing-reading-progress.component.ts,LandingReadingProgressComponent,landing-reading-progress,,,reading-progress,ReadingProgress,landing-reading-progress,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/in-page-nav/landing-section-dots.component.ts,LandingSectionDotsComponent,landing-section-dots,,,section-dots,SectionDots,landing-section-dots,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/in-page-nav/landing-toc-inline.component.ts,LandingTocInlineComponent,landing-toc-inline,,,toc-inline,TocInline,landing-toc-inline,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/in-page-nav/landing-toc-sidebar.component.ts,LandingTocSidebarComponent,landing-toc-sidebar,,,toc-sidebar,TocSidebar,landing-toc-sidebar,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/input/input.component.ts,InputComponent,landing-input,,libs/landing/shared/ui/src/components/input/input.component.scss,input,Input,landing-input,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/lightbox/lightbox-overlay.component.ts,LightboxOverlayComponent,landing-lightbox-overlay,libs/landing/shared/ui/src/components/lightbox/lightbox-overlay.component.html,libs/landing/shared/ui/src/components/lightbox/lightbox-overlay.component.scss,lightbox-overlay,LightboxOverlay,landing-lightbox-overlay,high,
Directive,landing,Y,keep,libs/landing/shared/ui/src/components/lightbox/lightbox.directive.ts,LightboxDirective,[lightbox],,,lightbox.directive,LightboxDirective,[lightbox],high,keep-directive
Component,landing,Y,rename,libs/landing/shared/ui/src/components/link/link.component.ts,LandingLinkComponent,landing-link,,libs/landing/shared/ui/src/components/link/link.component.scss,link,Link,landing-link,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/load-more/landing-load-more.component.ts,LandingLoadMoreComponent,landing-load-more,,,load-more,LoadMore,landing-load-more,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/loading-spinner/loading-spinner.component.ts,LandingLoadingSpinnerComponent,landing-loading-spinner,,,loading-spinner,LoadingSpinner,landing-loading-spinner,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/mega-menu/mega-menu.component.ts,MegaMenuComponent,landing-mega-menu,,libs/landing/shared/ui/src/components/mega-menu/mega-menu.component.scss,mega-menu,MegaMenu,landing-mega-menu,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/page-hero/landing-page-hero.component.ts,LandingPageHeroComponent,landing-page-hero,,,page-hero,PageHero,landing-page-hero,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/page-shell/landing-page-shell.component.ts,LandingPageShellComponent,landing-page-shell,,libs/landing/shared/ui/src/components/page-shell/landing-page-shell.component.scss,page-shell,PageShell,landing-page-shell,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/pagination/landing-pagination.component.ts,LandingPaginationComponent,landing-pagination,,,pagination,Pagination,landing-pagination,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/pull-quote/pull-quote.component.ts,PullQuoteComponent,landing-pull-quote,,libs/landing/shared/ui/src/components/pull-quote/pull-quote.component.scss,pull-quote,PullQuote,landing-pull-quote,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/radio/radio-group.component.ts,RadioGroupComponent,landing-radio-group,,libs/landing/shared/ui/src/components/radio/radio-group.component.scss,radio-group,RadioGroup,landing-radio-group,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/radio/radio.component.ts,RadioComponent,landing-radio,,libs/landing/shared/ui/src/components/radio/radio.component.scss,radio,Radio,landing-radio,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/results-count/landing-results-count.component.ts,LandingResultsCountComponent,landing-results-count,,,results-count,ResultsCount,landing-results-count,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/router-progress/router-progress.component.ts,LandingRouterProgressComponent,landing-router-progress,,,router-progress,RouterProgress,landing-router-progress,high,
Component,landing,Y,rename,libs/landing/shared/ui/src/components/section-header/landing-section-header.component.ts,LandingSectionHeaderComponent,landing-section-header,,,section-header,SectionHeader,landing-section-header,high,
